,idx,smiles,DeepFrag,CFM_10,CFM_20,CFM_40
0,283,COC1=C2OC3=CC=C(C[C@H]4N(C)CCC5=CC(OC)=C(OC6=C(OC)C(OC)=C(OC)C7=C6[C@H](CC(C=C1)=C2)N(C)CC7)C=C45)C=C3,0.8576196676751335,0.9859362414605046,0.812338215722559,0.040243021305227195
1,79,CC[C@]12C[C@](O)(N3C4=CC=CC=C4C4=C3[C@H]1N(CC4)CC=C2)C(=O)OC,0.4102360468853908,0.10598719939887993,0.11255134417676467,0.3430627790204749
2,431,COC(=O)C1=COC(C)C2CN3CCC4=C(NC5=CC=CC=C45)C3CC12,0.6178882731905045,0.08067541848301765,0.10104588572487681,0.07891929648379513
3,90,COC(=O)C1=C2NC3=CC=CC=C3C22CCN3C2C2(CCOC2C24CC5CC67CCOC6CCN6CCC8(C76)C6=C(N(C2)C58OC34)C(OC)=CC=C6)C1,0.5291667172203344,0.6751149778578144,0.5536242628125041,0.02157787118631615
4,993,COC1=C(O)C=CC(C[C@H]2COC(=O)[C@@H]2CC2=CC(OC)=C(O)C=C2)=C1,0.9713319989212877,0.0721963833404347,0.3207288951130868,0.3325614435664526
5,839,OCC1OC(C(O)C(O)C1O)C1=C(O)C(C2OC(CO)C(O)C(O)C2O)=C2OC(=CC(=O)C2=C1O)C1=CC=C(O)C=C1,0.29471002618771847,0.014264910975232843,0.01094412496121937,0.030839645738190757
6,694,COC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,0.3947588034143683,0.4665369912868562,0.4453061354532659,0.09098483297808563
7,130,CCN1C[C@@]2(COC)CC[C@H](O)[C@@]34C5C[C@H]6C(O)C5[C@](O)(C[C@@H]6OC)C(CC23)C14,0.6285070796761981,0.8129061845290605,0.6300859632117101,0.10831966557634673
8,1,COC(=O)C1=CO[C@H](C)[C@H]2CN3CC[C@]4([C@@H]3C[C@H]12)C(O)=NC1=CC=CC=C41,0.7138238888759731,0.5958482967539968,0.46655969420490906,0.1132139860094803
9,350,C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C1=NC[C@@H](C)CC1,0.42292088740444683,0.4694133512357736,0.18378967587928155,0.01328671570258727
10,379,CC1=C2NC3=CC=CC=C3C2=CC=N1,0.6619904155328662,0.9616219705433072,0.9619021237355527,0.49620737315845803
11,142,CC1=C2NC3=CC(=O)C=CC3=C2CCN1,0.5399033838009789,0.20142528471538043,0.2882793073708505,0.3143317795748475
12,577,COC1=CC(\C=C\C=O)=CC(OC)=C1O,0.4748825227748264,-0.0035991182635129815,-0.00033562090667397083,0.1558685222054141
13,241,CN(C)CC1=CNC2=CC=CC=C12,0.5076741635677424,0.1332594227168466,0.3447650067263629,0.599080042971152
14,193,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC(C)=O)OC11CCC(C)CN1,0.639480098664208,0.07932646851516016,0.14326340218080708,0.1707023037564408
15,931,OC[C@H]1O[C@@H](O[C@@H]2OC=C3C(=O)OCC[C@@]3(O)[C@H]2C=C)[C@H](O)[C@@H](O)[C@@H]1O,0.4466921032814474,0.01891233379260481,0.0633415745933418,0.15946476050238267
16,976,COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)C2=CC3=C(OCO3)C=C12,0.5094441421738949,0.0008872205704332102,0.003908681155536863,0.00408988859443516
17,422,COC1=C(OC)C2=C[N+](C)=C3C4=CC5=C(OCO5)C=C4C=CC3=C2C=C1,0.44481107961932226,0.0860266875448813,0.19591687083627154,0.4188664557976751
18,967,COC1=C(O)C=CC(=C1)[C@@H]1OC2=C(C=C(C=C2O)[C@H]2OC3=CC(O)=CC(O)=C3C(=O)[C@@H]2O)[C@H]1CO,0.036241166639674575,0.02583445308814619,0.4000164845682173,0.3450726072017383
19,37,COC\C=C1/CN2[C@H]3CC45C2C[C@H]1[C@@H]3COC4=NC1=C5C(OC)=C(OC)C=C1OC,0.7285275839243112,0.8298829325087927,0.6752819144186044,0.17634107097863266
20,695,OC[C@H]1O[C@@H](OC2=C([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,0.755507592396584,0.05818624621784532,0.15026222368841183,0.22390104207713613
21,516,CC(=O)OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,0.8871650515175441,0.6913048420333682,0.7675701013883769,0.15180182114020044
22,933,C[C@H]([C@H]1CC(C)=C(C)C(=O)O1)[C@@]1(O)CC[C@H]2[C@@H]3[C@@H]4O[C@@H]4[C@@]4(O)CC=CC(=O)[C@]4(C)[C@H]3CC[C@]12C,0.10974507928251606,0.0027633640104027355,-0.008790025077894566,-0.010231345875528068
