,idx,smiles,DeepFrag,CFM_10,CFM_20,CFM_40
0,1271,C[C@H]1OC(OC2=CC(O)=C3C(=O)C(O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@@H](O)[C@@H](O)[C@@H]1O,0.5702437924710639,0.5298960650239005,0.18383122027545284,0.015039458959452216
1,64,CN1C[C@@]2(C=C)[C@@H]3C[C@@H]4OC[C@@H]3[C@@H]1C[C@]21C4=NC2=CC=CC=C12,0.8810732873391712,0.9976241286003825,0.9844586795735457,0.3436044192748392
2,1946,COC1=CC(=CC(O)=C1O)C1=C(OC2OC(CO)C(O)C(O)C2O)C=C2C(O)=CC(O)=CC2=[O+]1,0.39042908601953147,0.40935829708062976,0.5687209425204591,0.13111478376608132
3,1589,COC1=C(O)C=C2OC(=O)C=CC2=C1,0.6152200312811326,0.6148637560555006,0.5617909155410612,0.15253408776404861
4,632,CC1=C2NC3=CC=CC=C3C2=C(C)C2=CN=CC=C12,0.10821836111505279,0.037232880295007334,0.05875445649149601,0.316112141155839
5,1549,OC1=CC2=[O+]C(=C(O)C=C2C(O)=C1)C1=CC(O)=C(O)C(O)=C1,0.29788788212112643,0.989340295036416,0.8964031708568387,-0.0028932199519278107
6,1830,OC1=C(CC=C)C=C(C=C1)C1=C(O)C=CC(CC=C)=C1,0.9731857376812717,0.9749216574019673,0.7819698669491957,0.04646023886301836
7,1423,COC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,0.8798775872736496,0.9918538909238833,0.925977774421204,0.10990850962567188
8,1297,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1,0.9489084866146145,0.8130094759808754,0.29425269780886976,0.06909140698453388
9,1268,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2C2=C(O)C=C(O)C3=C2OC(=CC3=O)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,0.2903871675672342,0.5089286439879394,0.4032363241955515,0.17719914089556452
10,1641,C[C@@H]1O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,0.15758088489810823,0.8654915181399189,0.43979704199075637,0.04737589658177733
11,1938,COC1=CC(=CC(O)=C1O)C1=C(OC2OC(CO)C(O)C(O)C2O)C=C2C(O)=CC(O)=CC2=[O+]1,0.4165058712455898,0.5498836562957737,0.565702612130367,0.12082582502828015
12,640,OC(=N)CN1C[C@H]2C[C@@H](C1)C1=CC=CC(=O)N1C2,0.9477787804567119,0.8900378996722896,0.8860283477636276,0.269208912327739
13,1330,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(OC3O[C@H](CO)[C@@H](O)[C@H](O)C3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O1,0.45598187870855783,0.7004412460644079,0.5668105113678357,0.06645866677325554
14,1514,OC(=O)C=CC1=CC=CC=C1,0.9034401526451032,0.7372472771008795,0.9259473230575124,0.5603020074102374
15,320,COC1=C(OC)C=C2C(CC[N+]3=C2C=C2C=CC(OC)=C(OC)C2=C3)=C1,0.7956371778273459,0.13420901811489008,0.2876789323889137,0.5670408652339628
16,894,COC1=C2OC3=C4C(CC5=CC=C(OC6=C(O)C=CC(C[C@H]7N(C)CCC(=C1)C7=C2)=C6)C=C5)N(C)CCC4=CC(OC)=C3OC,0.9769717711479083,0.9879210136513524,0.854017082073296,0.019475894839585707
17,1349,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,0.8574284317017381,0.9998991432659572,0.9853542026036664,0.24699823216777073
18,553,COC1=C(OC)C=C2[C@H]3[C@@H](C)C4=C(CN3CCC2=C1)C(OC)=C(OC)C=C4,0.9875365530149586,0.9966456526407733,0.911152906674373,-0.0027498990746878853
19,145,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](C=C)[C@@H]1C[C@@H]1N[C@@H](CC2=C1NC1=CC=CC=C21)C(O)=O,0.9330345488947219,0.5831813776998316,0.2655323248187905,0.06254512684414876
20,932,CC1OC(OC2C(O)COC(OC3C(C)OC(OC4C(O)C(O)COC4OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(OC8OC(CO)C(O)C(O)C8O)C(C)(CO)C7CCC6(C)C4(C)CC5O)C(O)C3O)C2O)C(O)C(O)C1O,0.9556418352896214,0.12033212235101046,0.006587786821142139,0.005839765162321994
21,2008,COC1=CC(=CC(OC)=C1OC)[C@H]1[C@@H]2[C@H](COC2=O)[C@@H](O)C2=CC3=C(OCO3)C=C12,0.6478157811356625,0.5968739060796289,0.619343536394917,0.16180504933554454
22,2150,COC1=CC(\C=C\C2=CC=C(O)C=C2)=CC(OC)=C1,0.14158159399198167,0.08953773388737077,0.16929000093086374,0.37895259546067817
23,546,CC[C@H]1[C@@H]2CC3[C@@H]4N(C)C5=CC=CC=C5[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O,0.994995238520417,0.8272757964598615,0.6124220343202575,0.12061924378066735
24,2056,OC1C(OC2=CC(O)=CC(O)=C2C1=O)C1=CC=C(O)C=C1,0.8117688376074936,0.9375039616949984,0.733093307657878,0.09901437682790568
25,1113,OC[C@H]1O[C@@H](OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@H]1O,0.4434651047719566,0.4989533491356902,0.5681221560921649,0.13563243225754498
26,361,COC1=C(OC)C2=C[N+]3=C(C(C)=C2C=C1)C1=CC(OC)=C(OC)C=C1CC3,0.7667847364258155,0.14512499191277448,0.3429984293803272,0.6216335101021535
27,1980,COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)C2=CC3=C(OCO3)C=C12,0.1344932676154167,0.09503785016203113,0.03838291677529947,0.014057658477025683
28,1799,COC1=C(O)C(OC)=C2OC(=O)C=CC2=C1,0.9087651107022268,0.8975760589071852,0.8202607858031518,0.10976951428143102
